2020/02/12 00:00:03.668 [I] [server.go:107]  Get conn remote addr = 127.0.0.1:40732
2020/02/12 00:02:58.746 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:03:08.758 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:03:08.759 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581436960 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 1 0 1581436963 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581436965 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581436965 1}]
2020/02/12 00:03:08.759 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581436960 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 1 0 1581436963 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581436965 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581436965 1}]}
2020/02/12 00:03:13.739 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:03:28.783 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:03:43.776 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:03:43.776 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437020 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581436993 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 1 0 1581436995 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 0 0 1581436995 1}]
2020/02/12 00:03:43.776 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437020 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581436993 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 1 0 1581436995 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 0 0 1581436995 1}]}
2020/02/12 00:03:43.776 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:03:58.770 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:04:13.740 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:04:18.768 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:04:18.768 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437050 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437053 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 1 0 1581437055 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 0 0 1581437055 1}]
2020/02/12 00:04:18.768 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437050 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437053 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 1 0 1581437055 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 0 0 1581437055 1}]}
2020/02/12 00:04:28.765 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:04:43.746 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:04:53.763 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:04:53.763 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 0 0 1581437080 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437083 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 1 0 1581437085 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 0 0 1581437085 1}]
2020/02/12 00:04:53.763 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 0 0 1581437080 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437083 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 1 0 1581437085 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 0 0 1581437085 1}]}
2020/02/12 00:04:58.262 [I] [server.go:107]  Get conn remote addr = 127.0.0.1:41046
2020/02/12 00:04:58.262 [I] [server.go:117]  Get conn cid 20
2020/02/12 00:04:58.262 [I] [connmanager.go:36]  connection add to ConnManager successfully: conn num = 1
2020/02/12 00:04:58.262 [I] [server.go:178]  ---> CallOnConnStart....
2020/02/12 00:04:58.262 [I] [connection.go:68]  gameServer [Writer Goroutine is running]
2020/02/12 00:04:58.262 [I] [enter.go:23]  ClientConnStart:127.0.0.1:41046
2020/02/12 00:04:58.262 [I] [connection.go:96]  gameServer [Reader Goroutine is running]
2020/02/12 00:04:58.739 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:05:00.729 [E] [connection.go:109]  gameServer read msg head error EOF
2020/02/12 00:05:00.729 [I] [connection.go:171]  gameServer Conn Stop()...ConnID = 20
2020/02/12 00:05:00.730 [I] [server.go:186]  ---> CallOnConnStop....
2020/02/12 00:05:00.730 [I] [enter.go:43]  ClientConnStop:127.0.0.1:41046
2020/02/12 00:05:00.730 [I] [connmanager.go:48]  connection Remove ConnID = 20, successfully: conn num = 0
2020/02/12 00:05:00.730 [I] [connection.go:87]  gameServer 127.0.0.1:41046 [conn Writer exit!]
2020/02/12 00:05:00.730 [I] [connection.go:154]  gameServer 127.0.0.1:41046 [conn Reader exit!]
2020/02/12 00:05:13.768 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:05:28.746 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:05:28.747 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437110 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437113 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437115 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 0 0 1581437115 1}]
2020/02/12 00:05:28.747 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437110 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437113 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437115 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 0 0 1581437115 1}]}
2020/02/12 00:05:28.748 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:05:43.767 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:05:58.769 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:06:03.750 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:06:03.751 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437140 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437143 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437145 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437145 1}]
2020/02/12 00:06:03.751 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437140 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437143 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437145 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437145 1}]}
2020/02/12 00:06:13.768 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:06:28.750 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:06:38.756 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:06:38.756 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437170 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437173 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437175 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437175 1}]
2020/02/12 00:06:38.757 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437170 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437173 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437175 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437175 1}]}
2020/02/12 00:06:43.788 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:06:58.745 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:07:13.767 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:07:13.770 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:07:13.770 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437230 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437203 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437205 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437205 1}]
2020/02/12 00:07:13.770 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437230 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437203 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437205 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437205 1}]}
2020/02/12 00:07:28.754 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:07:43.745 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:07:48.780 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:07:48.780 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437260 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437263 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437265 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437265 1}]
2020/02/12 00:07:48.780 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437260 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437263 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437265 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437265 1}]}
2020/02/12 00:07:58.782 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:08:13.771 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:08:23.750 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:08:23.750 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437290 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437293 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437295 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437295 1}]
2020/02/12 00:08:23.750 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437290 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437293 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437295 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437295 1}]}
2020/02/12 00:08:28.782 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:08:43.739 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:08:58.744 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:08:58.745 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437320 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437323 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437325 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437325 1}]
2020/02/12 00:08:58.745 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437320 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437323 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437325 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437325 1}]}
2020/02/12 00:08:58.746 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:09:13.779 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:09:28.752 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:09:33.779 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:09:33.779 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437350 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437353 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437355 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437355 1}]
2020/02/12 00:09:33.779 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437350 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437353 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437355 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437355 1}]}
2020/02/12 00:09:43.782 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:09:58.775 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:10:08.768 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:10:08.768 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437380 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437383 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437385 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437385 1}]
2020/02/12 00:10:08.768 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437380 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437383 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437385 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437385 1}]}
2020/02/12 00:10:13.742 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:10:28.760 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:10:43.785 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:10:43.789 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:10:43.789 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437440 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437443 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437415 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437415 1}]
2020/02/12 00:10:43.789 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437440 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437443 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437415 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437415 1}]}
2020/02/12 00:10:58.743 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:11:13.758 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:11:18.780 [I] [masterclientrouter.go:30]  ServerListAck begin: MasterClient.ServerListAck
2020/02/12 00:11:18.780 [I] [servermgr.go:25]  Update map: map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437470 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437473 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437475 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437475 1}]
2020/02/12 00:11:18.780 [I] [masterclientrouter.go:40]  ServerListAck end: {{0} map[GateServer01:{GateServer GateServer01 127.0.0.1 8000 3 1 0 1581437470 0} gameServer01:{gameServer gameServer01 127.0.0.1 8004 4 0 0 1581437473 2} loginServer01:{loginServer loginServer01 127.0.0.1 8005 1 2 0 1581437475 3} worldServer01:{worldServer worldServer01 127.0.0.1 8003 2 1 0 1581437475 1}]}
2020/02/12 00:11:28.771 [I] [masterclientrouter.go:26]  Pong:MasterClient.Pong
2020/02/12 00:11:37.994 [E] [connection.go:109]  WorldClientName1 read msg head error read tcp4 127.0.0.1:30960->127.0.0.1:8001: wsarecv: An existing connection was forcibly closed by the remote host.
2020/02/12 00:11:38.007 [I] [connection.go:171]  WorldClientName1 Conn Stop()...ConnID = 0
2020/02/12 00:11:38.007 [I] [client.go:137]  ---> CallOnConnStop....
2020/02/12 00:11:38.008 [I] [masterclient.go:42]  mClientConnStop:WorldClientName1,WorldClientId1,127.0.0.1:8001
2020/02/12 00:11:38.009 [I] [masterclient.go:61]  mClientConnStop end
2020/02/12 00:11:38.010 [I] [connmanager.go:48]  connection Remove ConnID = 0, successfully: conn num = 0
2020/02/12 00:11:38.010 [I] [connection.go:87]  WorldClientName1 127.0.0.1:8001 [conn Writer exit!]
2020/02/12 00:11:38.010 [I] [connection.go:154]  WorldClientName1 127.0.0.1:8001 [conn Reader exit!]
2020/02/12 00:11:42.935 [I] [msghandler.go:112]  Add api NameSpace = MasterClient
2020/02/12 00:11:42.939 [I] [msghandler.go:117]  Worker ID = 0 is started.
